Month	Day	Hour	Temp	%RH	WS	WD	NO2
6	2	20	26.7	88	4.6	21	0.005
6	2	21	26.6	89	4.3	11	0.006
6	2	22	26.2	91	4.3	356	0.006
6	2	23	26.2	90	3.5	350	0.004
6	3	0	26.0	87	4.0	356	0.004
6	3	1	25.6	90	3.9	1	0.004
6	3	2	25.5	90	1.8	166	0.005
6	3	3	25.4	90	3.3	347	0.006
6	3	4	25.0	93	3.1	25	0.005
6	3	5	25.6	90	3.5	1	0.006
6	3	6	27.2	83	4.5	353	0.009
6	3	7	29.2	75	6.2	335	0.012
6	3	8	30.4	69	7.6	303	0.007
6	3	9	30.9	67	8.3	274	0.003
6	3	10	31.8	64	11.2	288	0.002
6	3	11	32.4	63	9.4	247	0.001
6	3	12	32.8	61	8.5	178	0.001
6	3	13	32.3	62	11.7	157	0.001
6	3	14	31.6	65	11.5	140	0.001
6	3	15	30.7	67	7.8	94	0.006
6	3	16	29.9	69	5.5	93	0.013
6	3	17	29.2	73	3.8	105	0.016
6	3	18	28.2	78	3.9	58	0.019
6	3	19	27.1	85	4.6	29	0.011
6	3	20	26.7	86	4.2	17	0.008
6	3	21	26.4	88	4.8	20	0.007
6	3	22	26.5	87	4.1	351	0.007
6	3	23	26.0	91	4.0	18	0.006
6	4	0	25.9	91	3.6	3	0.004
6	4	1	25.9	90	3.3	350	0.005
6	4	2	25.9	90	3.7	10	0.004
6	4	3	25.5	93	3.5	23	0.004
6	4	4	25.6	93	2.8	31	0.005
6	4	5	26.3	90	2.9	12	0.006
6	4	6	28.6	80	5.2	344	0.008
6	4	7	30.2	74	7.0	310	0.011
6	4	8	30.8	72	8.5	295	0.006
6	4	9	31.9	67	10.1	281	0.003
6	4	10	32.2	68	11.5	223	0.001
6	4	11	31.2	69	9.7	207	0.002
6	4	12	32.5	63	7.6	177	0.001
6	4	13	32.7	61	9.8	161	0.001
6	4	14	32.1	63	11.4	154	0.001
6	4	15	31.4	66	9.9	156	0.002
6	4	16	30.8	67	7.7	151	0.003
6	4	17	29.9	71	5.2	116	0.005
6	4	18	29.3	74	4.6	71	0.009
6	4	19	28.6	80	5.4	69	0.013
6	4	20	28.4	81	5.3	87	0.014
6	4	21	28.0	84	4.7	58	0.012
6	4	22	26.9	89	4.3	7	0.007
6	4	23	26.4	90	5.2	10	0.004
6	5	0	26.1	91	4.6	13	0.003
6	5	1	26.0	92	4.0	8	0.003
6	5	2	25.9	92	3.8	11	0.003
6	5	3	25.7	93	3.8	9	0.004
6	5	4	25.6	93	3.3	11	0.005
6	5	5	26.1	90	3.9	358	0.007
6	5	6	28.9	79	3.6	343	0.009
6	5	7	30.1	75	6.4	308	0.007
6	5	8	30.7	74	9.5	292	0.007
6	5	9	31.7	68	9.4	289	0.001
6	5	10	32.7	62	8.4	260	0.001
6	5	11	31.6	69	11.0	169	0.000
6	5	12	30.7	70	9.7	152	0.001
6	5	13	31.0	64	5.9	144	0.000
6	5	14	30.5	67	5.7	170	0.001
6	5	15	30.1	69	6.7	161	0.000
6	5	16	29.8	72	5.9	133	0.002
6	5	17	29.3	74	3.7	103	0.010
6	5	18	28.3	81	4.2	78	0.011
6	5	19	27.8	82	4.7	78	0.010
6	5	20	27.4	83	4.6	31	0.009
6	5	21	26.3	87	3.7	18	0.006
6	5	22	25.9	87	4.1	24	0.005
6	5	23	25.4	89	4.4	18	0.002
6	6	0	25.4	89	4.3	359	0.002
6	6	1	25.2	90	4.5	357	0.003
6	6	2	25.0	90	4.0	6	0.002
6	6	3	25.0	90	2.6	74	0.003
6	6	4	25.1	90	2.7	355	0.005
6	6	5	26.4	83	3.3	345	0.007
6	6	6	28.8	74	6.3	331	0.006
6	6	7	30.6	68	7.0	322	0.008
6	6	8	31.1	68	10.0	298	0.004
6	6	9	31.7	66	11.5	293	0.002
6	6	10	32.1	62	11.7	305	0.000
6	6	11	32.4	63	9.9	306	0.000
6	6	12	32.8	64	9.4	191	0.001
6	6	13	31.0	69	9.4	133	0.003
6	6	14	29.7	68	7.1	9	0.007
6	6	15	30.5	68	6.6	79	0.007
6	6	16	30.4	68	7.2	101	0.009
6	6	17	29.5	74	4.8	97	0.014
6	6	18	28.7	77	3.6	57	0.013
6	6	19	28.0	82	3.4	3	0.010
6	6	20	27.2	86	4.0	352	0.008
6	6	21	26.8	87	3.6	347	0.006
6	6	22	26.2	89	4.5	12	0.005
6	6	23	25.6	91	4.4	1	0.003
6	7	0	25.5	91	3.7	19	0.003
6	7	1	25.3	90	3.8	3	0.003
6	7	2	25.1	90	3.6	10	0.003
6	7	3	25.1	90	2.5	340	0.003
6	7	4	24.9	90	3.2	11	0.003
6	7	5	25.4	89	2.1	336	0.004
6	7	6	26.1	89	4.1	1	0.006
6	7	7	27.2	84	3.2	354	0.007
6	7	8	29.8	73	5.8	313	0.009
6	7	9	30.0	72	6.9	294	0.005
6	7	10	32.1	62	9.2	275	0.005
6	7	11	32.6	59	10.5	262	0.001
6	7	12	33.0	58	9.7	205	0.000
6	7	13	31.8	69	11.3	163	0.000
6	7	14	31.7	68	12.6	152	0.001
6	7	15	31.8	64	10.9	152	0.001
6	7	16	31.0	68	7.8	133	0.003
6	7	17	29.9	73	5.6	124	0.005
6	7	18	29.3	75	4.3	90	0.012
6	7	19	28.9	77	5.6	90	0.012
6	7	20	28.8	78	5.7	94	0.010
6	7	21	28.7	79	6.3	98	0.006
6	7	22	28.6	80	5.7	103	0.002
6	7	23	28.4	81	5.2	82	0.003
6	1	0	27.5	86	3.2	14	0.005
6	1	1	26.7	90	3.7	5	0.004
6	1	2	26.3	91	4.5	1	0.004
6	1	3	26.0	92	3.8	357	0.004
6	1	4	26.1	91	4.0	350	0.004
6	1	5	26.4	90	3.8	10	0.003
6	1	6	29.2	78	3.7	9	0.003
6	1	7	30.6	72	5.6	257	0.004
6	1	8	31.3	70	7.0	221	0.001
6	1	9	32.2	66	7.6	182	0.000
6	1	10	32.7	66	9.8	171	0.001
6	1	11	33.2	63	9.9	185	0.000
6	1	12	33.6	60	9.4	211	0.000
6	1	13	31.9	65	9.5	190	0.001
6	1	14	30.9	71	11.0	178	0.001
6	1	15	30.5	74	10.4	157	0.001
6	1	16	30.4	73	8.8	160	0.002
6	1	17	30.0	75	5.7	104	0.006
6	1	18	29.2	78	4.4	46	0.009
6	1	19	28.6	81	4.7	54	0.009
6	1	20	28.4	84	4.1	59	0.009
6	1	21	28.3	84	4.5	53	0.009
6	1	22	27.9	86	4.1	59	0.006
6	1	23	27.3	89	4.1	28	0.004
6	2	0	27.0	90	4.4	5	0.003
6	2	1	26.9	90	3.7	6	0.003
6	2	2	27.0	89	2.7	50	0.003
6	2	3	27.6	85	3.7	68	0.003
6	2	4	27.0	89	5.3	355	0.004
6	2	5	25.9	97	10.5	340	0.005
6	2	6	25.9	98	7.5	309	0.009
6	2	7	25.9	98	4.7	323	0.011
6	2	8	26.4	98	7.8	299	0.010
6	2	9	26.5	95	6.4	325	0.009
6	2	10	27.0	90	6.4	340	0.011
6	2	11	28.5	77	7.5	358	0.008
6	2	12	29.6	73	4.9	298	0.008
6	2	13	30.6	69	7.0	268	0.004
6	2	14	30.4	71	5.1	216	0.002
6	2	15	30.3	72	5.0	183	0.001
6	2	16	29.8	74	3.5	116	0.003
6	2	17	29.2	78	3.5	303	0.010
6	2	18	28.6	82	4.1	345	0.012
6	2	19	27.8	87	3.2	49	0.009
6	2	20	27.6	88	3.4	5	0.007
6	2	21	27.7	89	4.1	8	0.006
6	2	22	27.0	91	2.8	53	0.005
6	2	23	26.6	91	3.2	22	0.004
6	3	0	26.2	93	2.9	50	0.005
6	3	1	26.3	90	1.5	90	0.005
6	3	2	26.1	93	1.8	17	0.003
6	3	3	25.5	94	4.0	12	0.003
6	3	4	25.2	93	4.3	10	0.004
6	3	5	25.5	91	4.1	7	0.005
6	3	6	28.3	81	5.2	353	0.006
6	3	7	29.7	77	8.8	309	0.007
6	3	8	31.2	69	7.9	327	0.009
6	3	9	31.6	67	11.0	280	0.003
6	3	10	32.3	58	9.6	289	0.002
6	3	11	32.9	58	10.4	297	0.001
6	3	12	33.4	57	10.5	311	0.000
6	3	13	33.6	58	9.3	219	0.001
6	3	14	33.4	62	6.7	185	0.001
6	3	15	32.7	64	8.2	183	0.001
6	3	16	31.8	68	9.1	154	0.001
6	3	17	30.9	71	5.9	104	0.008
6	3	18	30.2	74	5.8	84	0.012
6	3	19	29.7	75	5.9	98	0.010
6	3	20	29.2	78	5.3	117	0.006
6	3	21	29.7	75	7.5	98	0.002
6	3	22	29.5	76	7.6	84	0.003
6	3	23	29.1	79	8.0	82	0.002
6	4	0	28.8	80	6.6	77	0.003
6	4	1	26.9	88	16.8	267	0.001
6	4	2	24.2	94	8.4	180	0.000
6	4	3	24.0	94	3.7	36	0.004
6	4	4	24.2	94	3.5	59	0.008
6	4	5	24.2	95	4.7	25	0.009
6	4	6	25.0	93	5.9	356	0.006
6	4	7	26.9	84	6.4	296	0.009
6	4	8	29.0	76	8.9	286	0.005
6	4	9	30.3	71	8.5	294	0.004
6	4	10	31.3	66	9.5	251	0.002
6	4	11	31.9	63	9.6	260	0.002
6	4	12	32.6	61	9.3	248	0.001
6	4	13	32.4	64	8.3	198	0.000
6	4	14	31.6	69	6.9	154	0.000
6	4	15	31.1	71	6.0	157	0.000
6	4	16	30.6	76	8.4	145	0.001
6	4	17	29.9	79	6.2	121	0.005
6	4	18	29.0	84	5.0	80	0.013
6	4	19	28.8	84	4.7	77	0.012
6	4	20	28.7	84	5.7	80	0.010
6	4	21	27.0	87	13.5	338	0.007
6	4	22	23.7	98	15.6	322	0.003
6	4	23	23.7	97	8.0	339	0.012
6	5	0	23.7	95	5.1	345	0.003
6	5	1	23.9	94	3.4	319	0.002
6	5	2	24.1	93	3.5	308	0.003
6	5	3	24.1	93	4.2	1	0.007
6	5	4	23.8	94	3.5	18	0.003
6	5	5	24.2	92	2.3	4	0.008
6	5	6	25.3	85	4.9	352	0.010
6	5	7	26.2	80	4.4	356	0.009
6	5	8	28.1	74	5.2	331	0.008
6	5	9	28.9	72	7.5	211	0.002
6	5	10	29.9	68	6.8	186	0.000
6	5	11	31.0	64	6.5	197	0.001
6	5	12	31.0	66	8.4	166	0.000
6	5	13	30.7	67	8.6	154	0.000
6	5	14	30.7	64	5.6	149	0.000
6	5	15	30.9	59	6.4	148	0.000
6	5	16	29.7	67	9.0	146	0.001
6	5	17	28.6	74	5.5	110	0.006
6	5	18	27.8	79	4.3	48	0.007
6	5	19	26.9	84	4.6	29	0.007
6	5	20	26.6	87	4.7	33	0.006
6	5	21	26.6	87	4.3	17	0.005
6	5	22	26.6	88	3.4	8	0.005
6	5	23	27.1	83	4.1	334	0.006
6	6	0	26.9	83	5.7	328	0.004
6	6	1	26.2	87	4.7	347	0.004
6	6	2	26.1	86	3.3	330	0.007
6	6	3	25.6	89	3.4	1	0.004
6	6	4	25.3	91	3.2	20	0.005
6	6	5	26.0	85	4.0	350	0.007
6	6	6	27.1	80	5.9	331	0.007
6	6	7	28.9	71	5.9	297	0.006
6	6	8	29.8	71	8.6	250	0.006
6	6	9	30.3	68	7.2	199	0.002
6	6	10	30.9	68	6.4	154	0.001
6	6	11	31.6	65	8.5	157	0.001
6	6	12	31.4	67	11.3	149	0.000
6	6	13	31.8	64	11.8	159	0.000
6	6	14	31.1	66	10.4	158	0.000
6	6	15	30.3	70	10.7	147	0.001
6	6	16	29.5	74	7.7	121	0.002
6	6	17	29.0	78	5.2	99	0.007
6	6	18	28.6	81	5.0	83	0.012
6	6	19	28.5	82	3.7	83	0.012
6	6	20	27.8	83	6.7	22	0.005
6	6	21	27.6	82	3.7	27	0.008
6	6	22	26.7	87	3.7	26	0.005
6	6	23	26.5	86	5.4	327	0.006
6	7	0	25.7	89	5.1	357	0.005
6	7	1	25.7	88	4.3	349	0.003
6	7	2	25.3	90	4.3	352	0.002
6	7	3	25.2	91	4.3	357	0.003
6	7	4	25.2	92	5.4	352	0.004
6	7	5	25.8	90	5.1	346	0.006
6	7	6	26.4	85	7.6	282	0.003
6	7	7	27.0	81	7.1	306	0.005
6	7	8	27.8	76	9.3	343	0.007
6	7	9	29.8	66	9.7	339	0.008
6	7	10	30.6	63	8.4	294	0.005
6	7	11	31.0	60	6.6	255	0.002
6	7	12	32.0	59	7.2	188	0.001
6	7	13	31.5	63	8.9	175	0.000
6	7	14	30.6	65	9.1	180	0.000
6	7	15	30.1	71	10.6	171	0.001
6	7	16	29.7	73	9.4	160	0.003
6	7	17	29.1	74	5.7	123	0.004
6	7	18	28.6	77	5.0	97	0.012
6	7	19	28.4	80	5.0	85	0.014
6	7	20	28.3	81	4.7	72	0.012
6	7	21	27.4	81	11.4	346	0.008
6	7	22	25.1	86	13.6	357	0.002
6	7	23	24.7	85	9.2	0	0.000
6	1	0	25.4	78	6.4	325	0.002
6	1	1	24.9	84	6.8	328	0.003
6	1	2	24.5	85	4.6	330	0.003
6	1	3	24.2	87	5.0	329	0.003
6	1	4	23.6	91	5.1	43	0.004
6	1	5	24.0	90	5.1	357	0.005
6	1	6	25.3	88	6.2	1	0.005
6	1	7	26.9	82	7.5	345	0.005
6	1	8	28.6	73	8.8	333	0.003
6	1	9	29.7	68	8.0	306	0.004
6	1	10	30.0	67	11.7	244	0.001
6	1	11	31.4	59	10.7	238	0.000
6	1	12	31.6	65	7.4	184	0.000
6	1	13	31.7	66	6.5	195	0.000
6	1	14	31.6	67	8.9	171	0.000
6	1	15	30.3	73	12.3	152	0.000
6	1	16	29.6	78	10.1	149	0.000
6	1	17	29.1	81	7.7	142	0.001
6	1	18	28.8	82	4.2	100	0.007
6	1	19	28.5	84	4.8	94	0.014
6	1	20	28.3	85	4.3	69	0.008
6	1	21	27.4	90	4.1	47	0.006
6	1	22	26.6	91	4.6	29	0.003
6	1	23	26.4	91	4.4	13	0.002
6	2	0	26.2	91	4.8	13	0.002
6	2	1	26.1	91	3.5	7	0.003
6	2	2	26.4	91	4.6	27	0.002
6	2	3	24.8	97	5.6	71	0.002
6	2	4	24.7	97	4.9	267	0.002
6	2	5	24.8	96	5.8	342	0.011
6	2	6	25.2	93	5.1	353	0.008
6	2	7	27.3	81	6.2	353	0.011
6	2	8	29.3	73	5.4	29	0.008
6	2	9	30.2	70	8.4	251	0.006
6	2	10	30.6	68	8.4	232	0.003
6	2	11	30.7	68	8.4	214	0.000
6	2	12	30.6	70	5.9	196	0.000
6	2	13	29.7	75	8.5	142	0.001
6	2	14	29.6	75	8.3	121	0.005
6	2	15	29.1	78	7.2	90	0.008
6	2	16	28.2	83	6.4	86	0.013
6	2	17	28.0	82	4.9	66	0.016
6	2	18	24.4	88	12.4	287	0.001
6	2	19	23.8	92	11.7	295	0.004
6	2	20	23.7	94	9.7	304	0.007
6	2	21	24.0	95	6.8	292	0.007
6	2	22	24.2	93	5.8	296	0.003
6	2	23	24.3	93	5.1	321	0.004
6	3	0	24.1	94	3.5	301	0.003
6	3	1	24.6	90	4.2	259	0.003
6	3	2	24.1	94	2.3	69	0.002
6	3	3	23.9	95	3.6	10	0.004
6	3	4	23.8	95	4.0	1	0.005
6	3	5	24.0	93	4.5	355	0.011
6	3	6	24.9	90	5.2	355	0.010
6	3	7	26.4	82	6.4	351	0.009
6	3	8	27.9	76	7.1	311	0.009
6	3	9	28.4	72	8.6	247	0.007
6	3	10	29.0	69	7.0	227	0.006
6	3	11	30.0	66	6.3	278	0.004
6	3	12	30.3	65	7.6	351	0.005
6	3	13	31.1	59	9.1	322	0.007
6	3	14	30.6	62	8.2	334	0.008
6	3	15	30.1	65	7.3	346	0.010
6	3	16	30.3	61	4.9	254	0.011
6	3	17	29.4	68	3.6	228	0.004
6	3	18	27.9	79	3.9	22	0.012
6	3	19	26.7	83	4.8	18	0.010
6	3	20	26.4	85	4.7	11	0.010
6	3	21	25.7	88	4.6	13	0.007
6	3	22	25.3	89	4.5	11	0.005
6	3	23	24.9	90	4.2	11	0.005
6	4	0	24.7	91	4.1	1	0.004
6	4	1	24.7	91	3.2	22	0.005
6	4	2	24.9	90	3.0	4	0.005
6	4	3	25.0	89	3.1	6	0.005
6	4	4	24.6	92	2.7	17	0.007
6	4	5	24.9	90	1.9	28	0.009
6	4	6	26.3	82	2.0	19	0.011
6	4	7	27.8	77	4.4	349	0.015
6	4	8	29.4	69	4.7	297	0.016
6	4	9	30.4	68	9.0	228	0.005
6	4	10	31.2	65	7.6	202	0.001
6	4	11	32.1	64	7.4	168	0.001
6	4	12	32.3	65	8.6	165	0.001
6	4	13	31.8	67	11.3	158	0.001
6	4	14	31.3	68	11.3	146	0.001
6	4	15	31.0	70	11.4	145	0.001
6	4	16	30.3	74	10.7	137	0.002
6	4	17	29.2	79	5.8	107	0.007
6	4	18	28.5	83	6.7	92	0.009
6	4	19	28.1	86	6.9	93	0.008
6	4	20	28.1	86	5.2	83	0.008
6	4	21	27.9	87	4.3	65	0.008
6	4	22	27.5	89	2.9	51	0.007
6	4	23	27.3	90	3.8	65	0.009
6	5	0	27.0	92	3.6	10	0.005
6	5	1	26.5	93	4.2	31	0.005
6	5	2	27.0	88	4.1	19	0.005
6	5	3	27.1	86	7.2	277	0.003
6	5	4	27.0	84	5.7	234	0.003
6	5	5	27.0	85	3.7	283	0.003
6	5	6	27.6	83	5.0	23	0.006
6	5	7	28.3	75	10.5	235	0.002
6	5	8	29.1	68	10.5	239	0.001
6	5	9	30.0	64	8.6	231	0.001
6	5	10	30.9	60	7.9	219	0.001
6	5	11	31.4	57	6.5	209	0.001
6	5	12	31.4	58	7.0	167	0.000
6	5	13	30.8	63	6.8	159	0.001
6	5	14	30.6	65	8.8	157	0.002
6	5	15	30.4	67	10.1	157	0.002
6	5	16	29.9	69	6.7	178	0.001
6	5	17	28.9	75	4.9	190	0.002
6	5	18	28.3	78	3.7	108	0.008
6	5	19	27.3	83	4.0	22	0.011
6	5	20	26.5	87	4.3	43	0.007
6	5	21	26.7	86	4.3	3	0.008
6	5	22	26.6	86	6.0	11	0.005
6	5	23	25.7	91	3.2	351	0.004
6	6	0	25.9	89	2.9	47	0.007
6	6	1	25.6	92	2.3	58	0.007
6	6	2	25.5	92	2.8	16	0.005
6	6	3	25.3	93	2.2	55	0.006
6	6	4	25.7	89	2.3	356	0.007
6	6	5	25.5	90	4.2	28	0.006
6	6	6	27.0	78	5.4	1	0.009
6	6	7	28.7	69	5.5	343	0.010
6	6	8	29.4	70	7.8	245	0.008
6	6	9	30.2	69	7.8	234	0.002
6	6	10	30.8	67	5.8	204	0.001
6	6	11	31.4	65	6.4	189	0.001
6	6	12	31.0	68	7.9	151	0.001
6	6	13	31.0	68	11.0	148	0.001
6	6	14	31.0	65	9.5	155	0.001
6	6	15	30.5	65	8.0	163	0.002
6	6	16	29.7	72	6.9	139	0.003
6	6	17	29.1	75	4.2	106	0.010
6	6	18	28.4	80	4.1	79	0.023
6	6	19	27.8	83	4.8	77	0.019
6	6	20	27.4	85	4.5	41	0.015
6	6	21	27.0	87	4.1	25	0.010
6	6	22	26.6	89	4.7	4	0.008
6	6	23	26.1	91	5.1	5	0.005
6	7	0	26.1	91	4.5	14	0.004
6	7	1	26.0	91	4.2	14	0.003
6	7	2	25.9	92	3.9	9	0.004
6	7	3	25.7	93	3.8	19	0.004
6	7	4	25.6	93	3.8	4	0.006
6	7	5	25.9	92	3.5	356	0.007
6	7	6	27.8	85	3.9	351	0.008
6	7	7	30.0	76	5.4	276	0.013
6	7	8	30.6	74	6.8	229	0.004
6	7	9	31.6	70	9.2	179	0.002
6	7	10	32.1	63	10.1	175	0.001
6	7	11	32.5	61	9.9	174	0.001
6	7	12	32.2	62	11.9	165	0.001
6	7	13	32.1	59	11.6	170	0.001
6	7	14	31.6	62	12.4	183	0.000
6	7	15	30.9	65	11.2	176	0.001
6	7	16	30.3	68	8.4	143	0.003
6	7	17	29.4	72	5.1	99	0.010
6	7	18	28.6	75	6.2	96	0.015
6	7	19	28.3	76	6.5	91	0.014
6	7	20	28.0	77	5.4	108	0.007
6	7	21	28.1	77	5.2	89	0.011
6	7	22	28.2	79	4.6	65	0.010
6	7	23	26.7	86	8.6	278	0.005
6	1	0	24.1	88	18.0	255	0.000
6	1	1	22.6	95	8.0	25	0.002
6	1	2	22.9	95	5.6	349	0.005
6	1	3	23.5	93	2.3	28	0.013
6	1	4	24.0	93	4.5	287	0.012
6	1	5	24.5	93	5.3	345	0.006
6	1	6	24.5	93	3.8	1	0.008
6	1	7	25.6	88	4.9	250	0.006
6	1	8	26.5	82	6.3	283	0.002
6	1	9	27.5	80	7.6	353	0.007
6	1	10	28.2	77	7.3	347	0.007
6	1	11	29.3	73	7.2	339	0.008
6	1	12	30.4	69	8.6	291	0.008
6	1	13	30.6	67	9.9	266	0.003
6	1	14	30.5	68	8.7	270	0.002
6	1	15	30.4	71	5.9	218	0.001
6	1	16	29.9	76	6.2	176	0.001
6	1	17	28.9	81	4.5	165	0.004
6	1	18	25.3	85	16.5	298	0.004
6	1	19	23.5	90	6.4	2	0.015
6	1	20	23.9	89	3.6	21	0.011
6	1	21	24.1	91	3.5	39	0.015
6	1	22	24.1	91	3.7	353	0.009
6	1	23	24.5	86	4.9	27	0.012
6	2	0	24.3	90	2.8	65	0.008
6	2	1	24.2	89	3.6	45	0.004
6	2	2	24.1	91	3.1	35	0.005
6	2	3	24.0	90	3.6	358	0.006
6	2	4	24.0	90	5.1	358	0.007
6	2	5	24.3	90	7.0	354	0.007
6	2	6	25.2	84	6.2	355	0.008
6	2	7	27.2	71	6.8	353	0.011
6	2	8	29.1	61	9.0	310	0.008
6	2	9	29.8	60	6.7	333	0.010
6	2	10	30.4	60	11.3	269	0.005
6	2	11	30.3	64	8.0	218	0.001
6	2	12	30.4	64	9.8	153	0.001
6	2	13	31.0	60	10.4	172	0.001
6	2	14	30.6	64	12.4	197	0.001
6	2	15	29.9	70	10.5	218	0.001
6	2	16	29.1	76	9.3	157	0.002
6	2	17	28.3	80	4.8	90	0.007
6	2	18	27.6	84	4.7	77	0.015
6	2	19	27.0	86	4.2	86	0.013
6	2	20	27.0	86	4.1	26	0.013
6	2	21	26.1	88	5.5	11	0.008
6	2	22	26.7	80	7.3	339	0.006
6	2	23	26.2	85	4.2	46	0.005
6	3	0	26.3	83	2.7	65	0.005
6	3	1	25.8	84	4.6	92	0.002
6	3	2	25.8	83	5.7	77	0.002
6	3	3	25.2	87	5.2	13	0.003
6	3	4	24.2	92	4.3	20	0.004
6	3	5	24.8	90	4.6	2	0.010
6	3	6	25.8	86	5.5	350	0.011
6	3	7	27.0	80	7.5	354	0.009
6	3	8	29.5	70	7.9	327	0.009
6	3	9	30.5	63	8.7	263	0.002
6	3	10	31.1	63	6.7	235	0.001
6	3	11	31.5	63	6.8	207	0.001
6	3	12	31.5	65	9.9	184	0.001
6	3	13	31.4	63	10.8	195	0.001
6	3	14	31.1	67	9.4	221	0.001
6	3	15	29.9	73	9.4	183	0.003
6	3	16	29.7	74	6.1	105	0.005
6	3	17	28.9	80	6.3	86	0.014
6	3	18	28.3	83	5.5	105	0.007
6	3	19	28.0	83	4.7	103	0.006
6	3	20	27.7	85	4.1	97	0.008
6	3	21	27.5	86	5.1	81	0.009
6	3	22	27.6	85	5.1	64	0.007
6	3	23	27.1	86	3.9	1	0.006
6	4	0	26.6	87	5.6	23	0.005
6	4	1	26.3	88	4.6	8	0.004
6	4	2	26.2	88	4.5	333	0.004
6	4	3	26.1	88	7.4	227	0.001
6	4	4	25.9	86	5.2	270	0.003
6	4	5	26.0	84	7.0	240	0.002
6	4	6	26.2	82	4.5	291	0.004
6	4	7	26.3	83	4.5	354	0.012
6	4	8	27.4	78	7.7	337	0.012
6	4	9	28.8	70	7.9	318	0.009
6	4	10	30.6	62	9.0	307	0.007
6	4	11	30.8	61	11.0	279	0.002
6	4	12	31.2	63	11.2	286	0.003
6	4	13	31.6	59	9.9	291	0.002
6	4	14	31.9	62	7.4	243	0.001
6	4	15	31.5	67	6.1	233	0.001
6	4	16	30.4	69	8.8	187	0.001
6	4	17	29.3	71	5.3	109	0.011
6	4	18	28.5	75	4.4	97	0.013
6	4	19	28.1	77	4.4	89	0.014
6	4	20	27.8	79	4.1	71	0.016
6	4	21	27.4	82	3.5	54	0.012
6	4	22	26.4	87	4.1	30	0.008
6	4	23	26.0	89	4.0	19	0.005
6	5	0	25.8	89	4.3	28	0.003
6	5	1	25.6	90	3.8	13	0.003
6	5	2	25.3	89	4.3	18	0.002
6	5	3	25.2	90	3.8	9	0.005
6	5	4	25.3	90	2.7	17	0.008
6	5	5	25.5	90	3.3	17	0.009
6	5	6	27.1	83	3.6	12	0.008
6	5	7	29.4	76	7.5	302	0.012
6	5	8	29.6	76	11.2	300	0.007
6	5	9	30.7	67	8.9	299	0.003
6	5	10	31.7	67	7.7	221	0.004
6	5	11	31.9	67	8.6	178	0.001
6	5	12	30.2	73	10.7	168	0.001
6	5	13	30.2	71	8.2	126	0.002
6	5	14	30.5	70	8.1	115	0.006
6	5	15	30.3	70	8.0	123	0.003
6	5	16	29.8	73	5.8	106	0.008
6	5	17	28.6	79	5.5	102	0.016
6	5	18	28.2	81	5.5	103	0.015
6	5	19	28.0	82	5.2	13	0.011
6	5	20	27.2	81	7.2	5	0.008
6	5	21	25.1	89	10.2	311	0.004
6	5	22	24.6	90	5.2	339	0.005
6	5	23	24.2	94	4.7	339	0.006
6	6	0	24.1	94	3.2	30	0.005
6	6	1	24.0	95	3.1	353	0.003
6	6	2	24.2	94	4.2	349	0.006
6	6	3	24.4	94	5.1	352	0.006
6	6	4	24.6	92	6.2	340	0.005
6	6	5	24.3	93	6.5	359	0.008
6	6	6	25.4	87	8.6	346	0.006
6	6	7	26.9	79	8.5	337	0.010
6	6	8	28.5	73	7.0	326	0.011
6	6	9	29.0	72	11.3	288	0.003
6	6	10	29.7	70	9.0	284	0.003
6	6	11	30.2	70	7.6	278	0.001
6	6	12	30.9	68	6.5	257	0.000
6	6	13	31.5	65	7.6	213	0.001
6	6	14	30.6	69	9.5	180	0.002
6	6	15	29.8	71	8.2	177	0.001
6	6	16	29.5	70	7.8	150	0.002
6	6	17	28.7	75	4.4	92	0.012
6	6	18	27.5	80	4.8	39	0.016
6	6	19	26.6	84	4.8	15	0.012
6	6	20	26.4	84	5.4	9	0.008
6	6	21	27.0	80	7.9	8	0.006
6	6	22	26.4	82	3.0	35	0.009
6	6	23	25.8	85	3.6	0	0.006
6	7	0	25.1	88	2.7	30	0.006
6	7	1	24.4	90	4.1	13	0.004
6	7	2	23.8	91	4.1	22	0.004
6	7	3	24.1	89	2.5	350	0.005
6	7	4	23.9	91	3.5	13	0.004
6	7	5	24.1	89	3.3	1	0.006
6	7	6	26.4	76	4.3	335	0.011
6	7	7	28.4	68	5.8	324	0.012
6	7	8	29.8	66	7.7	277	0.011
6	7	9	29.9	69	8.7	239	0.004
6	7	10	30.1	71	7.7	178	0.001
6	7	11	30.6	71	7.4	186	0.001
6	7	12	30.5	70	9.9	171	0.000
6	7	13	30.9	66	9.9	172	0.000
6	7	14	30.4	71	11.6	166	0.000
6	7	15	30.2	73	10.4	169	0.002
6	7	16	29.5	75	9.2	151	0.001
6	7	17	28.7	79	5.7	115	0.005
6	7	18	28.2	82	3.7	73	0.011
6	7	19	27.7	85	4.2	80	0.018
6	7	20	27.4	87	4.9	70	0.015
6	7	21	27.4	85	4.6	66	0.015
6	7	22	27.2	86	4.4	60	0.011
6	7	23	26.6	89	4.5	7	0.006
6	1	0	26.1	89	4.4	18	0.003
6	1	1	26.0	88	11.4	315	0.003
6	1	2	25.6	85	7.0	318	0.002
6	1	3	25.6	82	4.6	312	0.006
6	1	4	24.6	85	4.5	309	0.006
6	1	5	24.3	88	3.2	342	0.013
6	1	6	25.5	81	5.2	322	0.010
