SITE	LAT	LON	ellipsoid height
NAGR	27.6934	85.5209	2109.42
NAHA	40.1733	31.3321	705.622
NAIN	56.537	-61.6887	32.876
NAIR	-33.3584	118.0383	269.477
NAIU	41.0157	-112.2296	1455.78
NAJF	44.7167	-123.2683	96.274
NALB	43.4971	-91.2907	172.323
NAM4	29.003	-110.1395	518.512
NAMA	19.2114	42.0446	2703.13
NAMR	50.4695	4.8606	159.356
NAN1	-34.017	138.2628	170.375
NANO	49.2948	-124.0865	6.581
NANT	47.1541	-1.6454	91.579
NAPA	44.249	-76.9501	69.812
NAPL	26.1486	-81.7763	-19.071
NAPO	40.87	14.276	127.729
NAR1	17.2268	-90.81	73.382
NAR2	-34.7446	146.5527	174.627
NARA	-30.3622	149.8388	255.949
NARB	43.1983	2.9726	72.763
NARR	39.2546	-119.2832	1287.83
NAS0	25.0525	-77.4623	-21.219
NAS1	51.4008	-3.5513	112.467
NASA	29.552	-95.0962	-20.458
NAST	27.6567	85.3277	1278.03
NATA	-5.8362	-35.2077	46.04
NATL	-5.8375	-35.2077	46.557
NATT	45.7072	5.748	380.533
NAU1	-77.522	167.1471	3571.99
NAUR	-0.5517	166.9255	46.251
NAUS	-3.0229	-60.055	93.941
NAV1	39.8949	-5.5451	351.526
NAV2	30.3816	-96.0667	58.188
NAV3	-16.9338	178.6658	131.742
NAVA	36.6865	-110.5322	2162.05
NAVI	-33.9527	-71.8246	145.868
NAXO	37.0982	25.3812	55.09
NAYC	46.6979	0.3973	139.299
NAZR	8.5677	39.2906	1722.7
NBBA	47.6217	-65.674	29.746
NBPS	34.5086	-116.1482	1098.77
NBR1	35.1752	-77.05	-24.703
NBR2	35.175	-77.0498	-24.94
NBR5	35.1752	-77.05	-24.618
NBR6	35.175	-77.0498	-24.907
NBRI	-30.3301	149.7864	253.636
NBRK	-29.6772	145.814	181.373
NBRY	30.6664	-96.4671	73.623
NBTF	52.7412	-108.2298	505.183
NBTG	-22.242	166.4161	66.2
NC77	35.1226	-80.9162	156.26
NCAB	35.1459	-79.4705	118.875
NCAH	36.2797	-77.0193	-10.011
NCAL	35.3381	-80.2135	111.287
NCAO	35.7154	-79.767	211.195
NCAS	54.9791	-1.6166	125.867
NCBC	35.3727	-83.5065	564.804
NCBE	34.719	-76.6719	-29.206
NCBI	35.8457	-75.5636	-34.439
NCBL	35.5608	-76.5661	-30.277
NCBR	35.9081	-82.3472	747.383
NCBT	36.05	-79.4474	160.986
NCBU	36.0916	-79.4367	172.117
NCBX	35.2661	-75.5519	-26.832
NCCA	35.3417	-79.3848	148.289
NCCH	34.3445	-77.875	-24.129
NCCI	35.0177	-76.3154	-31.954
NCCL	34.9905	-78.3587	22.466
NCCM	35.8887	-76.2312	-31.034
NCCN	35.0077	-78.304	18.118
NCCO	35.3765	-80.5642	153.088
NCCR	35.9158	-76.4737	-29.547
NCCT	35.3512	-80.8389	210.13
NCCU	36.3961	-75.9843	-28.874
NCDK	36.1821	-75.7512	-26.489
NCDN	35.295	-78.6193	30.636
NCDU	36.1817	-75.7513	-26.079
NCEC	35.6051	-77.3654	3.514
NCED	36.0603	-76.5995	-29.262
NCEL	36.3413	-76.2581	-31.117
NCEN	35.5099	-76.0134	-33.357
NCET	34.6538	-78.5199	-10.876
NCFA	35.034	-78.8708	15.596
NCFC	35.3341	-81.8651	290.273
NCFF	33.9606	-77.9386	-30.591
NCG1	36.0677	-79.745	215.804
NCG2	36.0674	-79.745	215.78
NCG5	36.0677	-79.745	215.889
NCG6	36.0674	-79.745	215.891
NCGA	36.4369	-76.7213	-21.857
NCGL	35.4138	-78.0371	9.611
NCGO	35.4214	-78.0585	12.693
NCHE	35.3561	-82.5011	653.101
NCHI	35.742	-81.3086	324.952
NCHM	34.95	-78.9267	21.747
NCHN	36.3483	-78.3666	129.517
NCJA	36.4085	-77.4376	11.957
NCJK	34.793	-77.3721	-19.999
NCJL	35.7813	-79.0344	44.644
NCJV	34.7463	-77.4533	-27.454
NCKI	35.3218	-77.6137	-4.501
NCKN	34.9418	-77.9805	14.203
NCKS	35.2703	-77.6434	-16.255
NCKU	22.9967	120.2226	98.221
NCLA	34.8011	-79.4483	43.079
NCLB	34.5149	-78.5277	4.977
NCLE	35.8148	-80.2295	192.82
NCLF	-34.7084	116.1233	71.158
NCLI	35.4202	-78.8112	24.332
NCLM	34.6046	-78.9654	14.58
NCLU	34.6268	-79.0777	14.481
NCMA	35.8131	-82.6896	559.302
NCMG	35.7075	-81.6567	343.539
NCMI	35.4018	-82.5719	615.09
NCMN	35.0148	-80.5417	137.263
NCMO	35.5797	-80.8035	264.911
NCMR	34.9819	-80.5238	143.027
NCMT	36.487	-80.739	341.132
NCMU	35.0686	-83.9665	474.871
NCMV	35.8403	-78.8258	83.546
NCNA	35.9692	-78.0198	33.219
NCNB	35.1128	-77.104	-17.494
NCNE	36.0778	-81.9112	1123.21
NCNH	36.047	-75.682	-30.367
NCNP	34.748	-76.8092	-28.205
NCNR	35.0886	-77.0341	-28.825
NCNW	36.1665	-81.1326	269.13
NCPF	36.2012	-80.3923	266.435
NCPI	35.6839	-75.4823	-32.438
NCPO	34.9926	-80.1772	83.63
NCRB	35.321	-83.7969	605.33
NCRD	35.7638	-78.579	50.487
NCRE	36.3619	-79.6657	233.473
NCRK	36.5039	-77.6461	26.622
NCRO	34.9644	-79.7966	90.506
NCRR	36.3425	-78.9809	180.897
NCRX	36.3911	-78.9985	193.328
NCRY	35.9712	-77.9206	32.721
NCSA	35.7116	-80.4322	173.558
NCSB	35.2986	-81.4863	254.406
NCSD	35.4907	-79.1355	73.936
NCSE	35.8073	-80.8053	247.165
NCSF	35.5638	-78.3363	1.773
NCSH	35.2816	-81.4911	263.154
NCSI	35.6455	-80.4845	202.017
NCSL	33.9826	-78.3901	-11.419
NCSN	36.115	-77.4306	-5.788
NCSO	33.9284	-78.0735	-24.127
NCSP	35.3655	-81.9159	301.424
NCSQ	35.3947	-76.3259	-31.711
NCSR	36.4978	-81.1147	838.66
NCST	35.8555	-80.8487	227.562
NCSU	36.4431	-76.5736	-18.531
NCSW	35.5961	-82.4234	658.575
NCSY	35.3479	-83.2065	643.772
NCTA	35.8825	-77.5726	-1.796
NCTR	35.3672	-79.8702	142.721
NCTY	35.3673	-79.8702	143.088
NCWA	35.5597	-77.0587	-26.79
NCWC	36.3721	-80.1849	275.008
NCWD	34.951	-80.0611	115.801
NCWE	34.7549	-77.9755	-12.061
NCWG	34.3291	-77.9077	-22.838
NCWH	34.2804	-78.7165	-3.75
NCWI	35.8302	-77.0347	-21.85
NCWJ	36.393	-81.4784	933.478
NCWK	36.1483	-81.2391	349.423
NCWL	35.7073	-77.9325	9.869
NCWM	35.8305	-77.0351	-23.276
NCWN	35.543	-77.4074	-9.181
NCWR	36.3949	-78.1705	74.864
NCWS	36.071	-80.2272	252.741
NCWV	34.291	-78.7326	0.175
NCZE	35.8222	-78.3127	74.74
NCZO	35.6304	-79.7649	209.009
NDAP	34.7677	-114.6186	241.367
NDAS	46.0334	-99.38	599.139
NDAY	46.0354	-99.3592	600.208
NDBC	30.3563	-89.6103	-13.365
NDCO	47.4482	-98.1184	415.358
NDDI	46.885	-102.7435	737.154
NDED	46.0143	-98.5256	425.844
NDEL	46.0029	-98.5231	427.535
NDFA	46.829	-96.8375	257.541
NDFO	46.1042	-97.6408	360.971
NDG1	54.2126	19.1149	40.98
NDGD	54.2132	19.1154	43.068
NDGR	48.6207	-103.9331	642.112
NDHI	47.4047	-97.0543	253.528
NDLM	46.3566	-98.3039	379.245
NDLT	-9.3013	14.9112	815.332
NDMB	48.4161	-101.3302	480.801
NDMN	46.2598	-97.4562	313.739
NDMU	48.6666	-98.8355	466.412
NDNP	46.5123	-99.7704	584.818
NDS1	37.3015	-95.6015	237.645
NDSK	37.3808	-95.6382	224.175
NDST	46.85	-99.9158	553.358
NE01	49.0973	-103.0721	551.935
NE02	49.1017	-103.0631	550.255
NEA1	35.2614	25.6104	318.128
NEA2	41.6751	-97.9806	510.023
NEAB	36.5092	23.0603	40.296
NEAH	48.2979	-124.6249	459.859
NEAL	41.6985	-98.0117	517.877
NEAN	42.5503	-99.8526	748.552
NEAP	40.3059	-99.9054	646.297
NEB2	41.2637	-96.1442	365.305
NEB3	46.3213	-84.1504	147.176
NEB4	46.3214	-84.1507	150.182
NEBA	42.0164	-96.5731	386.523
NEBB	41.4023	-99.626	736.931
NEBE	40.2661	-96.7449	364.65
NEBK	40.0614	-101.531	911.84
NEBO	-21.6403	148.6986	341.435
NEBU	40.3354	-97.575	464.149
NEC1	41.4298	-97.3638	424.932
NECL	41.7131	-97.0617	469.702
NECO	41.428	-97.3695	421.664
NEDR	40.7726	-96.7003	348.383
NEER	51.2105	5.4727	93.836
NEF1	41.4192	-96.4917	342.626
NEFC	40.0569	-95.5818	276.282
NEFM	41.4509	-96.5376	347.894
NEFR	40.1482	-97.1707	412.525
NEFT	39.4043	49.2432	-29.079
NEG1	40.9201	-100.1659	762.5
NEGE	5.3347	39.5894	1543.72
NEGI	40.9223	-98.3282	541.692
NEGN	40.9103	-98.381	554.44
NEGO	41.4837	22.089	214.493
NEH1	40.1688	-95.9469	301.848
NEHA	42.6122	-97.2774	429.523
NEHD	40.4392	-99.3696	696.107
NEHO	40.4383	-99.362	684.719
NEHU	45.4172	26.3023	440.653
NEIA	-25.0202	-47.925	6.081
NEIL	-34.0849	136.2009	125.686
NEIM	40.5085	-101.6439	986.325
NEJ1	40.6951	-99.8174	784.105
NEJR	40.9591	-100.3992	826.455
NEKI	41.2099	-101.6704	1003.61
NELI	40.7763	-96.7122	336.184
NELN	-38.0479	141.0062	9.357
NELS	35.714	-114.7959	668.87
NELX	40.7445	-99.7395	708.817
NELY	41.9383	-96.4593	398.171
NEM1	44.18	-90.0573	253.604
NEMC	40.1994	-100.5782	739.738
NEMI	40.5024	-98.957	638.363
NENB	41.4621	-96.7798	367.742
NENC	40.6547	-95.882	295.352
NENF	42.037	-97.4109	443.891
NENO	42.0218	-97.4259	447.213
NENP	41.1361	-100.7654	835.721
NEOG	41.1226	-101.7133	960.074
NEOM	41.2156	-96.0804	350.533
NEON	42.4583	-98.6584	583.665
NEOR	41.5952	-98.9169	604.981
NEOT	52.186	-0.1115	122.374
NEPC	40.1116	-96.1592	338.8
NEPJ	28.0493	81.6154	97.823
NEPR	42.1072	-96.7064	383.465
NERC	40.0756	-98.5181	494.051
NESA	-40.1054	-64.454	81.586
NESC	41.8272	-103.661	1182.54
NESE	40.6782	-96.1819	334.931
NEST	41.48	-100.5015	861.706
NESY	40.6685	-96.1733	332.414
NETH	41.9844	-100.536	849.403
NETP	29.7912	-95.3342	-10.55
NETR	37.2057	-93.2825	436.276
NETT	-43.7561	170.0612	2251.7
NEUK	49.2613	12.9693	551.553
NEV1	2.9374	-75.2929	-47.423
NEVA	36.8504	-116.3103	1290.14
NEVE	43.2556	18.111	959.373
NEVN	42.8725	-100.5437	768.988
NEVS	38.6166	34.7029	1292.54
NEWA	52.2668	0.4153	75.732
NEWB	51.4039	-1.3147	126.57
NEWC	-27.7686	29.9765	1268.64
NEWD	-33.0215	118.8215	282.618
NEWE	-32.924	151.7887	30.076
NEWH	-38.514	145.3521	20.837
NEWL	50.103	-5.5428	64.502
NEWM	44.054	-79.4574	216.303
NEWP	44.585	-124.0619	20.444
NEWR	52.2668	0.4153	75.848
NEWS	39.6856	-117.5089	1770.42
NEWT	33.598	-83.8589	214.298
NEY1	40.8702	-97.5915	469.672
NEYK	40.8432	-97.594	480.569
NFLN	39.4216	-118.7108	1194.15
NFO1	51.3745	1.4446	99.541
NGAN	-31.5639	147.1946	203.907
NGAQ	-26.6859	-60.7293	128.806
NGER	47.472	-0.5478	106.065
NGLW	45.5667	-62.6342	25.633
NGNG	-1.7997	99.2683	45.895
NGWN	42.3063	-119.4047	1669.06
NGWR	45.134	-75.7184	64.737
NHA1	41.2977	-72.9122	36.615
NHAV	-34.7938	138.4895	10.902
NHBR	46.8248	-60.3586	109.596
NHCO	43.2128	-71.5199	88.246
NHDT	43.2128	-71.5199	88.169
NHIL	-36.3084	141.646	138.938
NHRG	34.4987	-119.1413	1648.74
NHUN	43.1426	-70.9519	7.98
NIA1	13.4793	2.1832	245.95
NIAG	43.098	-79.0864	154.755
NIAM	13.521	2.1027	256.151
NIAS	1.3037	97.5755	62.535
NIC1	41.0469	14.3274	100.791
NICA	43.7033	7.2273	256.484
NICE	43.7255	7.3	427.323
NICO	35.141	33.3964	190.002
NICT	35.7078	139.4883	137.682
NIDA	55.3089	21.0051	51.02
NIE1	54.7929	8.8444	75.452
NIEB	-39.8687	-73.4011	57.573
NIED	50.175	8.6258	204.386
NIEU	52.5872	6.2826	61.371
NIGD	37.9588	34.6794	1252.42
NIHO	19.8178	-155.7589	929.721
NIHU	-36.3946	-72.3973	112.903
NIK1	51.1687	4.1411	81.773
NIKL	51.141	4.1509	78.502
NILD	-34.6952	139.6624	69.998
NILO	32.4177	48.3358	135.839
NIM1	13.7645	100.5282	0.844
NIME	43.8286	4.3569	106.174
NIMT	14.043	100.7136	-6.247
NINT	47.4951	-121.7971	127.321
NIPO	35.0908	-120.5383	56.1
NIS1	43.3113	21.8588	291.009
NISA	39.9948	-105.2629	1645.54
NISK	50.5261	22.1958	222.957
NIST	39.9951	-105.2626	1648.34
NISU	39.9954	-105.2623	1653.84
NIUC	-19.0624	-169.9311	56.491
NIUM	-19.0765	-169.9271	89.754
NIUT	-19.053	-169.9207	37.678
NIVL	50.5853	4.3048	186.232
NIZ1	49.3096	19.5237	613.946
NIZN	30.8843	34.4235	274.105
NJAC	39.3878	-74.5172	-23.528
NJBN	39.4227	-75.2059	-3.161
NJBR	39.4234	-75.2071	-1.576
NJCM	39.1007	-74.8029	-26.615
NJDY	40.3811	-74.4656	3.012
NJGC	39.7813	-75.1198	-5.283
NJGT	39.4745	-74.5308	-12.38
NJHC	40.5016	-74.9011	94.675
NJHM	39.6338	-74.8039	9.589
NJHT	40.7311	-74.0376	-12.996
NJI2	40.7415	-74.1777	16.683
NJIT	40.7414	-74.1777	14.93
NJJJ	40.9074	-74.9253	282.643
NJMT	40.7965	-74.4832	99.889
NJMU	40.3032	-74.4676	9.431
NJNT	40.2093	-74.0366	-16.812
NJOC	39.9528	-74.1935	-9.465
NJOE	59.4607	28.0413	38.177
NJRL	39.8885	-74.7453	-9.104
NJSC	41.0588	-74.7526	171.75
NJTP	40.5405	-74.4678	-0.838
NJTR	40.2576	-74.7967	40.004
NJTW	39.9364	-74.9496	-21.282
NJWC	40.8009	-75.0813	78.528
NKLG	0.3539	9.6721	31.522
NKO2	35.7078	139.4882	137.74
NLGN	42.2067	-97.7953	500.437
NLGR	48.9542	-54.6102	153.311
NLIB	41.7716	-91.5749	207.039
NLIV	41.7716	-91.5749	207.325
NLS1	-41.2783	173.2558	66.622
NLS2	-41.2781	173.254	33.11
NLSN	-41.1835	173.4337	302.242
NMAB	35.0175	-106.5977	1553.98
NMAI	-39.097	176.8066	857.661
NMAL	32.9011	-105.9531	1310.44
NMAQ	35.1726	-106.5896	1560.96
NMB2	-9.4341	147.1867	122.957
NMBE	-15.1973	12.1444	40.456
NMBL	34.643	-106.776	1447.4
NMCA	32.3759	-104.228	943.519
NMCU	47.2192	-1.5986	115.835
NMD1	32.2664	-107.7579	1308.82
NMDE	32.2673	-107.7261	1297.86
NMEA	-22.2648	166.4425	71.226
NMGR	35.2166	-107.9301	2020.75
NMHB	32.7048	-103.1269	1087.44
NMHT	32.6662	-107.1619	1219.62
NMJZ	35.6107	-106.7254	1690.76
NMKM	36.4545	-89.4004	59.932
NMLC	32.28	-106.7551	1177.3
NMLG	35.04	-107.3723	1763.22
NMMY	35.0043	-106.043	1881.44
NMPL	-15.1228	39.2579	417.816
NMRK	43.8592	-79.3647	165.808
NMRO	33.395	-104.5891	1094.75
NMSA	35.6381	-106.0198	1983.17
NMSF	35.6738	-105.9586	2096.35
NMSU	32.2743	-106.7447	1187.52
NMTN	-17.6717	141.0692	60.557
NMTS	42.7473	-71.4893	33.66
NNOR	-31.0487	116.1927	234.851
NNVN	61.6319	-44.9011	2134.55
NOA1	38.0471	23.864	537.817
NOCI	40.7888	17.0644	437.688
NOCO	33.9197	-117.5696	186.789
NODR	53.4111	17.0063	189.754
NODW	52.4311	20.7106	125.688
NOER	48.8365	10.4987	515.004
NOGL	31.3393	-110.9661	1208.83
NOGT	48.0353	5.348	453.168
NOHM	47.8836	-94.2683	414.971
NOK2	26.4986	127.8444	55.135
NOLA	29.9344	-90.1202	-1.525
NOLT	39.8251	-104.6681	1637.18
NOME	8.4883	-80.3287	87.738
NOMI	36.4217	25.4286	309.681
NOMT	45.5969	-111.6298	1578.03
NOOR	52.2342	4.4489	58.886
NOPE	35.9695	-115.985	844.205
NOPK	33.9797	-118.348	33.109
NOR1	44.2558	-85.4372	364.077
NOR2	44.9893	-84.6834	360.407
NOR3	45.0686	-83.5686	174.473
NOR4	33.5288	-112.0272	378.363
NOR5	52.2516	-0.9125	131.593
NOR6	54.4965	8.8078	52.736
NOR7	58.5901	16.2464	40.6
NOR8	53.7065	7.1575	54.065
NORD	38.886	-119.3202	1477.03
NORF	-29.0433	167.9388	158.999
NORG	53.0901	6.431	57.331
NORM	43.7389	-121.2527	2161.38
NORS	-32.26	121.7872	461.167
NORT	42.3364	-72.6291	22.782
NOSH	36.5857	51.768	-21.36
NOSO	49.6333	20.6643	330.834
NOSZ	49.6302	20.7071	338.689
NOT1	36.8758	14.9898	126.337
NOTO	36.8761	14.9898	126.225
NOTT	52.9622	-1.1975	93.844
NOUM	-22.2699	166.4102	83.135
NOVA	45.4472	8.614	218.572
NOVG	45.8963	13.6247	110.181
NOVI	45.0488	16.377	178.253
NOVJ	55.0299	82.9091	125.933
NOVM	55.0305	82.9095	149.935
NOVR	45.4472	8.614	218.625
NOVS	51.9952	33.2734	203.8
NOYA	63.1859	75.449	108.545
NOYL	48.1054	-1.5074	114.011
NP11	51.4253	-0.3435	70.062
NPAS	39.5821	-117.5358	1723.6
NPAZ	43.1396	20.5193	549.533
NPGJ	28.1172	81.5953	87.74
NPIT	19.4123	-155.281	1132.11
NPLB	51.421	-0.3396	74.234
NPLD	51.421	-0.3396	72.728
NPLY	-39.1826	174.1182	416.99
NPOC	19.393	-155.1096	809.836
NPRG	43.5972	-112.8279	1500.82
NPRI	41.5098	-71.3275	-13.111
NRC1	45.4542	-75.6238	82.463
NRC2	45.4542	-75.6238	82.473
NRCI	42.7825	13.0971	656.745
NRDG	52.4798	-116.1225	1329.71
NRDH	52.436	7.0774	80.549
NRIF	30.0384	35.036	457.522
NRIL	69.3618	88.3598	47.902
NRL1	38.8207	-77.0244	-18.207
NRMD	-22.2283	166.4849	160.374
NRMG	-22.2283	166.4849	160.323
NRMN	-32.2344	148.2387	269.728
NRRD	-40.3854	175.7613	500.779
NRSK	79.155	-17.7254	347.986
NRSW	-40.1133	176.2	364.109
NRVL	-35.5435	-72.0948	227.766
NRVR	32.6718	-115.5266	-27.559
NRWY	44.7148	-110.6777	2342.74
NSAC	45.5128	-61.0266	21.027
NSBD	46.1135	-60.7754	29.981
NSCA	45.0593	-64.631	24.109
NSCC	46.6245	-61.0141	3.914
NSDG	44.6207	-65.7598	38.071
NSE1	43.0364	-88.1215	233.379
NSHE	44.3208	-64.5606	66.385
NSK1	55.0123	82.985	141.149
NSLB	45.9222	-59.9721	12.275
NSLG	55.0089	-1.4326	55.936
NSLM	60.9927	-138.4965	805.995
NSLP	44.0326	-64.7063	28.681
NSLW	44.8851	-65.1681	14.64
NSMA	46.0614	-61.4077	9.268
NSMR	44.2256	-66.1317	5.985
NSNH	46.8248	-60.3586	109.552
NSOP	44.7808	-62.9981	15.766
NSPH	45.6222	-61.3416	47.604
NSPT	-25.4753	30.9752	728.811
NSSH	43.7715	-65.3016	28.323
NSSP	40.2265	44.5029	1194.74
NSSS	32.5793	-116.9727	123.611
NSTA	-29.0455	150.4441	458.201
NSTG	55.0075	-1.4392	0.128
NSTU	43.8699	-65.9631	-2.117
NT01	20.6685	106.8142	-20.789
NT02	10.3898	104.4837	-10.123
NT03	10.3864	107.095	3.131
NT04	10.2923	104.5425	-9.888
NT05	10.3695	104.4526	-9.287
NTJN	-21.4572	133.97	619.331
NTKA	49.5924	-126.6166	-1.557
NTML	52.3208	16.118	126.618
NTU0	1.3458	103.68	75.615
NTUS	1.3458	103.68	75.395
NTZ1	53.3297	13.0726	117.09
NU01	40.3147	9.3134	586.718
NU02	40.3147	9.3134	586.69
NUE1	-19.0762	-169.9272	92.111
NUGA	-35.113	-65.2566	331.904
NULM	44.2775	-94.4387	268.271
NUNE	37.9631	-122.2463	96.881
NUPM	19.3847	-155.1753	933.27
NURK	-1.9446	30.0897	1483.82
NUUK	64.1836	-51.7312	109.358
NVAL	37.3699	-115.159	1040.32
NVBM	35.9698	-115.1575	712.505
NVBR	35.9698	-115.1575	712.244
NVCA	36.2198	-115.1721	645.418
NVCO	36.7954	-114.892	643.508
NVCS	36.2198	-115.1721	645.191
NVFW	36.1118	-115.0207	510.398
NVGL	36.6734	-114.5228	524.209
NVIS	36.5777	-115.6463	933.725
NVLA	35.1706	-114.5798	162.107
NVLK	36.0697	-114.8132	361.724
NVLM	36.0697	-114.8132	362.054
NVLV	36.2146	-115.2582	703.427
NVLX	32.3935	-115.1832	-21.468
NVMV	36.5329	-114.4111	379.464
NVPI	37.937	-114.4509	1793.45
NVPO	35.9563	-115.4956	2491.7
NVPT	46.68	0.2651	177.128
NVRK	41.3357	23.8697	629.236
NVRM	36.0246	-114.9217	674.614
NVSK	54.8406	83.2354	123.157
NVSL	35.4659	-114.9215	1052.99
NVSV	38.9168	-114.4027	1775.79
NVTP	36.0992	-115.329	845.157
NVTR	36.0992	-115.329	844.975
NVWS	36.725	-114.7155	513.79
NW01	49.1005	-103.0835	551.271
NW02	49.1065	-103.088	549.726
NWBG	45.3001	-122.9755	42.586
NWBL	16.8204	-62.2027	146.641
NWCC	36.4166	-89.4583	64.835
NWCS	-32.9296	151.7652	52.871
NWNR	-30.9268	116.2528	208.499
NWOT	40.0554	-105.5905	3522.45
NWPT	48.1777	-117.0481	655.06
NWRA	-34.8738	150.6048	46.483
NWRS	52.3895	-6.9303	163.416
NWSC	49.6184	20.69	334.75
NWTG	49.4818	20.0325	646.753
NXRA	-22.5868	-43.2837	25.715
NYA1	78.9296	11.8653	84.249
NYA2	78.9303	11.8586	81.359
NYAB	42.7136	-73.8163	88.867
NYAC	78.9296	11.8653	79.938
NYAL	78.9296	11.8651	78.494
NYBH	42.1098	-75.8274	311.878
NYBK	40.7034	-73.979	-16.484
NYBP	40.7011	-74.0143	-15.74
NYBR	40.6887	-74.0013	-20.285
NYBT	42.9883	-78.1223	261.07
NYCI	40.7606	-73.1977	-15.125
NYCL	42.5844	-76.2113	329.7
NYCP	42.1879	-77.1434	276.439
NYCS	42.6675	-74.4864	269.487
NYDV	42.5489	-77.6979	187.413
NYET	44.2097	-73.5405	173.095
NYFD	42.4283	-79.3396	211.341
NYFS	42.2047	-78.1439	441.373
NYFV	42.9392	-74.3533	103.483
NYHB	42.7174	-78.8465	211.322
NYHC	41.9583	-75.2927	259.492
NYHF	43.3177	-73.5687	63.344
NYHL	44.3088	-75.4494	116.422
NYHM	43.0184	-74.9959	94.102
NYHS	42.2523	-73.7575	20.847
NYIL	43.7827	-74.2777	500.729
NYIR	47.8352	22.1358	203.625
NYJM	40.6628	-73.8071	-13.856
NYKT	41.9369	-74.0312	29.127
NYLC	41.4811	-73.6515	200.855
NYLP	43.1652	-78.7537	165.156
NYLS	-24.703	28.406	1192.98
NYLV	43.7965	-75.4854	240.399
NYMA	-32.0661	146.3156	332.269
NYMC	43.1115	-77.6144	136.037
NYMD	41.4068	-74.4428	126.972
NYML	44.8709	-74.2882	194.086
NYMO	41.646	-74.6623	398.919
NYMX	43.4701	-76.2319	89.983
NYNB	41.4952	-74.0256	21.958
NYNP	41.7425	-74.0822	81.261
NYNR	40.823	-73.9581	-4.201
NYNS	43.1188	-76.1416	97.409
NYOB	40.5516	-74.1166	-13.192
NYON	42.4402	-75.1118	305.857
NYOR	35.4911	-115.1591	1358.09
NYPB	44.6807	-73.454	29.007
NYPC	1.3791	103.8488	54.897
NYPD	44.6525	-75.0418	108.689
NYPF	43.0932	-77.5253	112.321
NYPR	40.6379	-74.1248	-16.981
NYQN	40.7195	-73.7301	-1.666
NYRB	44.3039	-74.0784	465.69
NYRH	40.9234	-72.714	-9.224
NYRM	43.1778	-75.4872	127.362
NYS1	50.4566	17.341	241.662
NYSA	50.4777	17.3337	250.577
NYSB	42.6792	-75.5132	295.896
NYSM	42.1921	-78.7474	409.433
NYST	43.0616	-73.8042	68.434
NYVH	41.0823	-73.8178	62.047
NYWG	42.3511	-76.8759	282.377
NYWL	42.8987	-76.852	108.794
NYWT	44.0282	-75.9211	117.11
NYWV	42.0124	-76.5216	220.952
NZCA	-14.8565	-74.9644	578.333
NZRT	32.7825	35.3314	398
OAES	34.141	-116.0677	604.797
OAFA	-31.5087	-68.6233	727.358
OAK1	51.1176	-0.9051	139.626
OAK2	51.1176	-0.9051	139.626
OAKD	44.999	-92.9636	291.72
OAKH	30.8155	-92.657	20.233
OAKR	43.7383	-122.4446	375.902
OASC	38.1181	-89.7066	139.893
OASI	37.0367	-116.7908	1236.24
OASS	42.4735	-96.4143	314.265
OAT2	34.3299	-118.6014	1112.59
OATO	45.0415	7.7653	658.806
OAX2	17.0783	-96.7167	1607.43
OAXA	17.0725	-96.733	1712.06
OB3C	44.066	-123.0982	111.816
OBAN	56.4513	-5.4408	74.468
OBE2	48.0862	11.2799	641.449
OBE3	48.0862	11.2798	642.329
OBE4	48.5152	14.6279	996.193
OBE5	49.1181	7.2183	309.248
OBEC	44.066	-123.0981	111.862
OBER	48.0862	11.2799	641.345
OBET	48.0843	11.2777	641.429
OBRC	32.745	-117.2455	-12.567
OBSR	46.8998	-121.8154	2363.14
OBSV	40.7354	-120.1575	1668.03
OCEN	46.9524	-124.1597	-17.367
OCNA	46.2801	26.5981	295.054
OCRA	42.0495	13.039	878.228
OCSD	33.2407	-117.3467	42.895
ODDA	14.1899	103.514	22.731
ODEM	37.5987	-8.6313	135.232
ODEZ	45.7878	12.4891	70.432
ODJV	-17.0677	15.7251	1139.18
ODO1	46.307	25.2942	526.147
ODOR	46.3042	25.297	536.983
ODOT	44.8967	-123.0008	51.22
ODRE	26.8661	87.3921	1995.07
OEHR	49.2071	9.5177	329.598
OEOC	33.7659	-117.7441	358.614
OFDW	53.7275	8.2952	78.615
OFW2	44.4511	-110.8311	2280.46
OFWY	44.4518	-110.8319	2287.96
OGAG	44.7878	6.5397	1356.55
OGHS	33.1306	-117.0418	185.225
OGU2	13.4774	144.7948	131.354
OHAD	38.7859	-83.5563	241.279
OHAL	40.7694	-84.107	233.924
OHAS	41.9251	-80.5511	180.465
OHAT	39.3284	-82.1298	174.523
OHCD	41.5407	-81.6351	144.63
OHCL	39.9439	-83.8379	252.027
OHCO	40.2974	-81.8422	206.543
OHDR	40.0995	-84.6098	282.262
OHDT	39.7647	-84.1807	195.446
OHFA	39.5259	-83.4753	279.065
OHFH	41.7598	-81.281	144.06
OHFN	41.5583	-84.1349	204.043
OHHA	41.0411	-83.676	208.898
OHHI	39.2002	-83.5974	308.643
OHHO	39.5354	-82.4439	203.976
OHHU	41.1768	-82.5614	253.38
OHI2	-63.3211	-57.9013	32.524
OHI3	-63.3211	-57.9014	32.631
OHIG	-63.3207	-57.9003	30.709
OHIN	-39.9183	175.7907	530.737
OHIX	-63.3211	-57.9014	32.617
OHIZ	-63.3211	-57.9014	32.474
OHJE	40.3748	-80.7297	337.362
OHLA	41.7265	-81.2864	162.298
