SITE	LAT	LON	ellipsoid height
OHLC	41.7212	-83.5263	150.728
OHLI	39.9525	-82.4142	293.513
OHLN	38.0063	-122.273	-0.55
OHLO	41.2935	-82.2329	220.194
OHLU	41.7212	-83.5263	150.273
OHMA	40.6138	-83.082	265.722
OHMD	39.8747	-83.4792	300.166
OHMH	41.5437	-82.7315	142.912
OHMN	41.0235	-80.7727	327.519
OHMO	39.7768	-81.1024	336.678
OHMR	40.546	-84.6307	235.607
OHPO	41.106	-81.2445	308.852
OHPR	39.7407	-84.5747	270.421
OHR1	41.1273	20.7941	773.02
OHRI	40.7682	-82.5607	364.317
OHRO	39.3661	-83.0223	180.568
OHSB	41.6365	-82.8298	147.202
OHTU	40.4571	-81.4078	235.114
OHUN	40.233	-83.3609	278.507
OHV1	54.0326	5.8881	81.524
OHV2	54.0369	6.0416	81.063
OHVW	40.8558	-84.6243	213.177
OHWA	39.426	-81.4184	164.366
OHWI	41.5819	-84.5575	246.658
OID1	37.7694	-120.8378	21.035
OIDC	37.7694	-120.8378	20.975
OISO	48.1376	1.9697	193.043
OJAR	56.9255	24.0761	41.969
OK01	36.3924	-96.9837	275.496
OK02	36.4851	-96.9642	267.825
OK03	36.3296	-96.858	258.608
OK04	36.3969	-96.9121	264.577
OK05	36.4323	-96.8939	277.535
OK06	36.4608	-96.8565	252.271
OK07	36.4543	-96.764	237.938
OK08	36.3712	-96.9361	248.272
OKAD	34.8003	-96.7383	292.237
OKAL	34.6323	-99.3294	400.526
OKAN	34.1952	-95.6214	140.296
OKAO	35.0764	-98.2459	339.375
OKAR	34.1685	-97.1692	235.819
OKBF	36.828	-99.6414	538.831
OKC1	53.4561	-168.1256	414.037
OKC2	36.6042	-97.4848	290.189
OKCB	27.266	-80.8553	-15.334
OKCD	53.4294	-168.1145	466.465
OKCE	53.4262	-168.1662	530.074
OKCL	35.4832	-98.9715	469.623
OKDN	34.4793	-97.9666	314.368
OKDT	35.4901	-97.5077	365.541
OKEE	42.9139	-82.5949	159.704
OKEK	29.725	-95.8033	15.576
OKFG	53.4107	-167.9116	212.054
OKGM	36.6746	-101.4794	930.029
OKHV	34.9132	-94.6181	145.472
OKIT	19.3832	-155.1119	825.795
OKL1	36.0635	-97.2169	307.473
OKLW	34.5728	-98.4099	313.619
OKMA	34.928	-95.7372	200.925
OKMU	35.7167	-95.4016	160.307
OKN1	26.1448	127.7689	127.608
OKNC	53.4561	-168.1256	414.067
OKNG	48.3734	-119.5515	270.974
OKNW	26.094	127.6664	72.62
OKNY	-26.934	26.7381	1356.64
OKOH	-41.0193	174.0603	334.387
OKOM	34.0903	-88.8625	106.01
OKPR	36.2762	-97.3217	325.312
OKR1	27.4844	85.082	1693.5
OKSO	53.3565	-168.162	471.4
OKSY	35.315	-99.6377	566.118
OKTE	35.2602	-96.8978	301.936
OKTU	36.2106	-95.8544	168.096
OLAR	46.9612	-122.9085	41.076
OLB2	40.9244	9.4936	63.763
OLBI	40.9407	9.4969	80.461
OLDE	52.3091	6.8944	82.478
OLGI	42.0547	12.3551	207.842
OLIV	28.6103	-13.9276	275.031
OLK2	61.191	21.5058	39.414
OLKU	50.331	19.5497	384.178
OLLN	50.6774	4.6278	189.245
OLME	41.2855	-4.6839	828.235
OLMP	47.0448	-122.8952	2.621
OLNC	36.2101	-117.9045	1356.26
OLO1	-2.7342	35.9502	988.102
OLO2	-2.7514	35.9772	1115.02
OLO3	-2.754	35.8714	1483.05
OLO4	-2.7828	35.9532	1131.22
OLO5	-2.6337	35.8893	659.022
OLOV	44.1283	18.58	591.062
OLPE	51.039	7.8629	403.84
OLST	53.7776	20.4872	178.061
OLVN	16.7504	-62.2277	40.835
OLYM	-30.4394	136.8906	106.34
OMGH	54.6162	-7.2559	217.396
OMH1	41.7783	-95.9113	397.889
OMH2	41.7785	-95.9115	397.311
OMH5	41.7783	-95.9113	397.982
OMH6	41.7785	-95.9115	397.424
OMRE	32.5603	-116.9535	121.392
OMTS	41.7762	-70.0075	-12.199
ONAB	44.5145	-124.0745	17.528
ONCA	46.7051	-80.9208	285.835
ONCB	43.3676	-80.2719	274.484
ONCH	46.5809	-81.1991	242.442
ONCM	42.2754	-83.0526	154.025
ONCP	44.2914	-77.8048	119.066
ONDY	43.7513	-79.3523	118.592
ONEU	42.2601	-81.9154	145.964
ONFA	46.5772	-80.8107	299.391
ONGB	43.3275	-81.7429	160.496
ONGC	42.7147	-81.6789	187.856
ONGD	43.7447	-81.7115	194.397
ONH1	45.0491	-78.5392	303.096
ONHA	50.2453	4.845	293.042
ONIY	37.1022	36.2539	127.275
ONKC	44.1554	-81.6544	165.167
ONKI	44.26	-76.5087	72.247
ONKN	44.2602	-76.5092	74.482
ONLY	40.9638	-120.2681	1647.13
ONMC	45.2276	-74.9913	86.05
ONML	43.5274	-79.8915	178.591
ONMO	44.9061	-75.1646	54.166
ONMT	43.4677	-81.1961	318.547
ONNA	46.4045	-81.1774	205.449
ONNB	46.3242	-79.4091	183.22
ONOC	42.2331	-82.9667	165.87
ONON	46.6323	-81.3967	296.014
ONOW	44.5745	-80.9465	149.803
ONPE	44.8888	-76.2394	113.582
ONPP	44.1103	-78.9576	235.057
ONPS	42.6654	-81.2128	151.707
ONRJ	-22.8957	-43.2243	35.684
ONS1	57.3953	11.9245	44.487
ONSA	57.3953	11.9255	45.548
ONSC	43.2142	-79.71	67.191
ONSI	42.8463	-80.3281	192.144
ONSR	42.9603	-82.3427	154.679
ONST	46.4754	-81.0153	229.798
ONTI	48.466	-81.432	255.607
ONTO	43.6157	-79.3833	51.192
ONWA	42.5805	-82.3837	147.976
OOS1	51.3316	3.4947	52.064
OOSB	51.3316	3.4947	52.058
OOSE	51.2254	2.9223	70.357
OOST	51.2254	2.9223	70.351
OPBL	34.3699	-115.9181	1226.54
OPCL	34.4277	-116.3055	1312.91
OPCP	34.3671	-116.0834	1096.67
OPCX	34.4301	-116.1495	1133.82
OPLE	50.6676	17.9193	225.911
OPLU	51.1493	21.9759	193.004
OPME	45.7129	3.0898	708.002
OPMT	48.8359	2.3349	122.774
OPOC	51.3765	20.2876	236.326
OPOL	50.655	18.0448	212.696
OPRD	34.533	-116.2923	1400.21
OPTK	-38.0465	177.3076	127.552
ORA1	-34.001	150.7401	133.539
ORAD	47.0592	21.9417	197.234
ORAL	45.7186	-120.2025	71.328
ORAN	43.898	-80.1122	427.179
ORBE	44.0943	-121.3019	1060.35
ORCD	45.227	-120.1806	840.664
ORCH	32.9327	-115.2916	-23.807
ORCU	34.8504	-120.4807	212.41
ORDO	45.2341	-122.8159	45.639
ORE1	41.4142	26.5458	137.219
OREO	37.4607	-121.7512	640.35
ORES	34.7391	-120.2786	143.818
OREU	44.045	-123.1619	105.787
ORFL	43.9864	-124.1113	-3.593
ORGE	-33.3027	149.1031	913.123
ORGR	45.4976	-122.4159	97.655
ORHA	44.2898	-123.1544	77.403
ORHI	45.5191	-123.0253	42.955
ORHM	45.8052	-119.3211	164.166
ORHP	45.3607	-119.5652	605.725
ORID	41.1273	20.794	773.036
ORIL	44.6058	-79.4225	196.975
ORIM	40.0484	8.6354	113.747
ORIN	43.2309	-0.6744	252.381
ORIS	39.9006	8.6393	62.657
ORIV	61.6163	24.2117	155.867
ORK1	42.2888	-121.6693	1258.35
ORK2	42.2888	-121.6697	1258.34
ORK5	42.2888	-121.6693	1258.45
ORK6	42.2888	-121.6697	1258.43
ORLE	45.4718	-75.5009	60.734
ORMD	29.2982	-81.1089	-19.863
ORMT	34.6749	-116.8151	1893.31
ORMV	45.1879	-123.2091	30.54
ORNG	-33.2852	149.098	906.866
ORNW	44.6748	-124.0612	18.683
ORO1	44.902	-68.6687	23.571
OROA	-40.1044	176.6807	297.595
ORON	43.1393	-1.6087	204.916
OROR	43.7464	-122.4853	327.309
OROS	46.5552	20.6714	146.006
ORPE	45.6709	-118.8502	312.121
ORPO	45.507	-122.6728	25.946
ORRO	-35.6364	148.9395	1356.21
ORS1	44.1642	-119.0588	1437.64
ORS2	44.1641	-119.0584	1438.55
ORSB	44.6253	-124.0488	-10.965
ORSH	44.3977	-122.7276	150.175
ORSL	44.973	-122.9553	46.125
ORTA	44.5583	-123.1111	60.658
ORTI	45.4856	-123.8462	-9.604
ORVB	39.5546	-121.5003	340
ORWA	45.5864	-120.6866	389.288
OS0G	57.3953	11.9255	45.534
OSAN	42.3242	8.6324	254.362
OSEO	44.5358	-91.2271	279.33
OSGF	9.0277	7.4863	532.66
OSHK	40.5299	72.7775	1013.31
OSHQ	50.9313	-1.4505	100.401
OSH_	40.5607	72.8054	918.587
OSJC	44.5192	16.2553	1841.55
OSJE	45.5608	18.6805	153.901
OSK6	57.0657	15.9969	150.247
OSLS	59.7366	10.3678	221.538
OSM1	52.7981	21.9041	162.995
OSMZ	52.8008	21.8917	166.319
OSN1	37.0776	127.024	48.794
OSN2	37.0776	127.024	48.779
OSN3	52.2775	8.0541	131.587
OSN4	37.0827	127.0336	64.454
OSNA	52.2548	8.0476	149.666
OSNB	52.2775	8.0541	131.587
OSOR	-40.5972	-73.1036	84.284
OSPA	43.4649	-76.5115	49.988
OST0	53.0677	21.5746	139.244
OST1	51.6475	17.8079	192.098
OST6	63.4428	14.858	490.004
OSTA	44.6923	7.1883	1309.43
OSTE	51.7369	10.2326	263.702
OSTI	50.6785	3.802	90.294
OSTR	50.3946	2.3959	200.656
OSUN	37.2323	-5.0952	363.204
OSWI	50.9423	21.3897	237.841
OTAK	-40.8165	175.1704	245.174
OTER	46.9149	1.0381	154.74
OTHL	46.8226	-119.1679	313.839
OTIS	48.4178	-122.3366	6.369
OTRA	41.9549	13.646	729.171
OTRI	18.3353	99.3712	240.093
OTTA	45.38	-75.6334	60.664
OTZ1	66.8873	-162.6114	10.855
OUAG	12.3564	-1.5125	331.019
OUCA	31.2066	-7.8665	2799.84
OUDA	49.4942	0.2746	55.665
OUDE	50.8505	3.618	62.653
OUJD	34.6842	-1.9178	610.892
OUL2	65.0864	25.8925	82.571
OURI	-22.9492	-49.895	444.895
OUS2	-45.8695	170.5109	26.122
OUS3	-45.8695	170.5109	25.946
OUSD	-45.8695	170.5109	26.213
OUT2	48.2008	2.0175	199.818
OUTL	19.3869	-155.2808	1103.5
OVE6	66.3178	22.7734	223.017
OVER	53.2956	6.8225	47.685
OVLL	-30.6037	-71.2039	249.079
OVLS	34.3274	-119.1419	69.212
OVRA	42.1376	13.5151	1432.1
OVRN	51.9183	4.0871	62.052
OVSI	10.0018	-84.1113	1180.69
OWE1	44.5674	-80.9402	157.551
OWEN	36.7426	-118.055	1160.84
OXEC	16.52	-96.0549	808.529
OXFR	51.824	-1.2885	119.806
OXGU	16.6315	-96.9109	1623.69
OXLP	16.1417	-97.0511	835.048
OXMC	16.197	-96.6944	1871.47
OXMT	37.4994	-122.4243	209.083
OXP2	16.9932	-97.9327	784.348
OXPE	15.8887	-97.0753	75.786
OXPL	17.0313	-97.8609	808.863
OXTH	16.2863	-95.2408	41.381
OXTU	16.1512	-97.6538	76.721
OXUM	15.6622	-96.499	82.251
OXYC	34.1288	-118.2073	209.836
OYLR	47.4746	-122.2048	23.961
OZAL	38.6573	43.9887	2037.33
OZST	34.6834	-119.3534	1059.18
P001	31.9494	-112.8017	474.694
P002	39.5211	-117.1865	1741.68
P003	32.7225	-114.005	50.993
P004	34.7844	-112.152	1791.79
P005	39.9102	-115.2786	2015.69
P006	36.1542	-114.4569	365.216
P007	41.7242	-114.8197	1686.58
P008	36.1428	-111.13	1522.05
P009	38.4799	-112.2227	1761.54
P010	34.6673	-113.7313	1399.06
P011	36.1498	-109.5192	1728.52
P012	38.0974	-109.3338	1788.52
P013	41.4287	-117.33	1433.41
P014	31.9729	-111.0986	1067.95
P015	34.2638	-110.0095	1930.21
P016	40.0781	-112.3614	1730.54
P017	41.2759	-119.9355	2390.65
P018	42.9817	-117.0646	1424.25
P019	43.3002	-115.3117	1682.37
P020	47.0022	-118.5658	480.129
P021	48.6747	-118.7303	1163.13
P022	45.2318	-118.0138	888.114
P023	44.8984	-116.103	1521.59
P024	47.5622	-115.8424	1907.62
P025	48.731	-116.2875	695.43
P026	32.659	-107.1949	1236.87
P027	32.8019	-105.8042	2896.74
P028	36.0317	-107.9084	1933.14
P029	38.4392	-107.638	2455.35
P030	41.7498	-110.5128	2149.79
P031	39.5155	-107.9087	1657.63
P032	41.7417	-107.2559	2167.32
P033	43.9529	-107.3875	1375.88
P034	34.9456	-106.4593	1810.93
P035	34.6014	-105.1836	1780.38
P036	36.4203	-105.2937	2529.92
P037	38.4218	-105.1047	1616.9
P038	34.1473	-103.4073	1212.97
P039	36.4481	-103.154	1493.6
P040	38.0715	-102.687	1102.67
P041	39.9495	-105.1943	1728.86
P042	42.0515	-104.9106	1422.45
P043	43.8811	-104.1857	1490.95
P044	40.1718	-103.2225	1411.04
P045	45.3829	-112.6172	1618.2
P046	47.0296	-113.3317	1290.3
P047	48.4213	-113.2197	1475.56
P048	45.653	-111.2042	1491.97
P049	47.35	-110.9062	1186.07
P050	48.8095	-111.2484	1266.9
P051	45.8066	-108.5461	1081.11
P052	47.3747	-107.0187	858.647
P053	48.7261	-107.7254	814.993
P054	45.8463	-104.4414	1093.13
P055	47.1167	-104.6851	667.774
P056	36.0274	-119.0629	101.922
P057	41.7566	-112.6231	1382.22
P058	40.8763	-124.0754	21.402
P059	38.9283	-123.7262	-11.3
P060	40.9976	-122.4149	430.811
P061	42.9674	-124.014	162.755
P062	43.1124	-121.0907	1350.27
P063	44.9227	-120.9462	965.399
P064	47.9698	-123.4877	1570.72
P065	46.844	-120.9331	1017.11
P066	32.6165	-116.1698	822.89
P067	35.5518	-121.003	107.008
P068	39.3056	-117.9848	1455.91
P069	39.2879	-117.6049	1886.37
P070	36.0448	-104.698	1883.53
P071	39.3465	-117.4012	2085.33
P072	39.5215	-116.7409	2061.21
P073	39.5005	-116.4245	1942.62
P074	39.5464	-116.0496	1947.71
P075	39.3742	-115.8888	1881.64
P076	39.5361	-115.5126	2006.05
P077	39.3886	-115.4318	2334.19
P078	40.4334	-117.8798	1444.81
P079	39.2552	-114.6917	2746.36
P080	39.1194	-114.2772	1972.9
P081	39.0673	-113.8713	1588.14
P082	39.2689	-113.5052	1380.99
P083	40.3206	-117.4676	1642.66
P084	40.494	-113.054	1432.8
P085	40.4955	-116.7362	1661.2
P086	40.6488	-112.2821	1341.51
P087	40.3632	-116.2793	2358.42
P088	40.7718	-111.7229	1920.46
P089	40.8071	-111.4153	1815.75
P090	39.5728	-119.7999	1503.65
P091	36.6143	-117.5315	1966.86
P092	36.8042	-117.4068	2157.08
P093	36.606	-117.9941	1339.06
P094	37.2008	-117.7042	1729.22
P095	39.6984	-119.5369	1608.8
P096	39.7956	-119.3056	1243.28
P097	39.8388	-118.8739	1210.38
P098	39.8889	-118.6844	1286.57
P099	39.2123	-118.1594	2455.66
P100	41.8568	-113.2942	1883.47
P101	41.6923	-111.236	2016.14
P102	39.9249	-115.556	2718.11
P103	39.3451	-113.0421	1491.39
P104	39.1861	-112.7171	1397.58
P105	39.3875	-112.5041	1431.51
P106	39.459	-112.2623	1559.54
P107	35.1322	-107.88	1991.66
P108	39.5889	-111.9446	1683.27
P109	39.5975	-111.6508	1760.97
P110	39.7152	-111.5711	2266.22
P111	41.8173	-113.0122	1366.23
P112	39.8169	-111.45	1930.38
P113	40.6713	-113.278	1317.63
P114	40.634	-112.5276	1352.37
P115	40.4744	-112.428	1641.97
P116	40.434	-112.0142	2034.71
P117	40.4352	-111.7514	1628.96
P118	40.6355	-111.3499	2082.61
P119	40.7318	-111.2577	2045.41
P120	35.0075	-105.6261	2089.67
P121	41.8034	-112.6983	1452.45
P122	41.6354	-112.3319	1293.2
P123	36.6352	-105.9108	2411.2
P124	41.5576	-111.9574	1772.94
P125	41.589	-111.8989	1521.39
P126	41.5832	-111.7805	1871.71
P127	39.4992	-119.5999	1523.94
P128	39.4861	-119.0686	1320.01
P129	39.1339	-118.4496	1714.11
P130	39.268	-118.9378	1380.07
P131	39.4547	-118.3513	1825.05
P132	38.7288	-118.0049	1549.69
P133	38.7246	-118.4602	1781.82
P134	38.9809	-118.9304	1885.99
P135	38.7046	-119.0154	1692.14
P136	38.7614	-119.4585	1773.26
P137	40.7798	-119.4768	1331.78
P138	40.2422	-119.0102	1243.7
P139	39.9082	-119.7225	1522.99
P140	38.8292	-120.6932	1079.23
P141	39.0466	-120.3856	2170.39
P142	39.1235	-119.8107	1784.92
P143	38.7602	-119.7648	1733.57
P144	39.4667	-120.893	1436.86
P145	41.3577	-119.6243	1755.2
P146	39.3375	-120.5373	2347.3
P147	39.9374	-120.2844	2488.91
P148	40.4186	-120.806	1584.56
P149	39.6021	-120.105	2634.68
P150	39.2924	-120.0339	2619.06
P151	40.2889	-120.0773	1313.04
P154	41.8071	-123.3601	319.886
P155	41.2724	-123.1888	1784.08
P156	40.0244	-123.9061	488.994
P157	40.2475	-124.3081	695.814
P158	40.4225	-124.1072	873.696
P159	40.5048	-124.2828	608.216
P160	40.5513	-124.1333	94.222
P161	40.6374	-124.2131	32.43
P162	40.6911	-124.237	-6.441
P163	40.2196	-124.0573	425.243
P164	40.1193	-123.6933	1148.32
P165	40.2455	-123.8533	545.644
P166	40.4352	-123.8628	665.268
P167	40.5437	-123.8802	1021.14
P168	40.6686	-123.8815	1093.45
P169	40.7911	-123.9677	689.388
P170	40.8802	-123.8633	918.12
P171	36.4855	-121.7925	572.739
P172	36.2281	-121.7672	312.616
P173	35.9457	-121.2903	339.229
P174	36.3022	-121.0509	342.11
P175	36.4259	-121.1349	451.375
P176	37.4718	-122.3571	433.825
P177	37.5282	-122.4951	71.777
P178	37.5345	-122.3324	129.054
P179	42.099	-123.6856	402.184
P180	36.2928	-121.4032	693.174
P181	37.9145	-122.3768	72.208
P182	38.495	-123.1812	396.804
P183	38.3137	-123.0689	10.403
P184	39.1172	-123.7089	108.953
P185	39.2613	-123.7493	146.352
P186	39.1502	-123.5182	372.801
P187	39.3525	-123.6025	163.991
P188	38.6679	-123.2296	208.88
P189	38.9874	-123.3484	176.93
P190	39.242	-123.204	202.811
P191	42.2754	-123.6323	371.379
P192	39.3197	-123.1052	259.72
P193	38.1229	-122.9081	66.598
P194	38.1857	-122.8163	235.147
P195	38.6647	-122.9593	146.82
P196	38.2981	-122.7426	90.529
P197	38.4286	-122.7674	0.033
P198	38.2599	-122.6074	-4.603
P199	38.2637	-122.5034	55.677
P200	38.2398	-122.4517	-25.082
P201	38.5598	-122.6584	349.355
P202	38.4236	-122.496	584.099
P203	38.8661	-122.917	926.686
P204	38.6665	-122.7105	276.662
P205	39.3981	-122.9631	771.075
P206	38.7778	-122.5758	283.607
P207	39.26	-122.7186	1826.6
P208	39.1093	-122.3039	74.321
P209	37.0693	-122.1267	577.141
P210	36.8161	-121.7318	3.039
P211	36.8792	-121.698	60.531
P212	36.962	-121.8627	36.565
P213	37.2017	-121.9908	167.104
P214	37.001	-121.7966	73.234
P215	37.0488	-121.7629	708.614
P216	37.0024	-121.7262	336.911
P217	37.1045	-121.6506	72.283
P218	37.2035	-121.714	82.7
P219	37.3425	-122.2848	300.867
P220	37.3299	-122.2143	705.26
P221	37.337	-122.099	155.295
P222	37.5392	-122.0833	53.509
P223	37.7221	-122.0998	139.952
P224	37.8639	-122.2191	407.352
P225	37.7139	-122.0583	117.193
P226	37.3368	-121.8256	5.058
P227	37.533	-121.7896	707.418
P228	37.6018	-121.6869	399.024
P229	37.7494	-121.978	289.333
P230	37.819	-121.7864	648.016
P231	36.6217	-121.9054	-26.351
P232	36.724	-121.579	105.344
P233	36.8004	-121.4203	196.821
P234	36.8585	-121.5912	92.575
P235	36.8143	-121.5415	361.692
P236	36.9035	-121.5545	56.143
P237	36.637	-121.3868	711.549
P238	36.8491	-121.4528	44.897
P239	36.9625	-121.5478	18.502
P240	37.0078	-121.542	25.736
P241	37.213	-121.5743	834.222
P242	36.9539	-121.4632	14.783
P243	36.9182	-121.3352	220.749
P244	37.0108	-121.3545	58.694
P245	37.7131	-119.7061	1579.82
P247	36.5595	-121.1884	569.072
P248	37.9756	-121.8687	229.816
P249	36.6116	-121.0644	1155.71
P250	36.95	-121.2684	584.661
P251	36.8114	-121.3479	128.211
P252	37.1696	-121.0577	40.154
P253	37.4784	-121.653	1065.04
P254	37.4896	-121.4692	1076.18
P255	37.5819	-121.3249	73.512
P256	37.932	-121.6048	-30.683
P257	37.7553	-121.464	-24.698
P258	37.3854	-121.2833	390.791
P259	37.433	-121.1006	3.884
P260	37.7112	-121.084	-9.002
P261	38.153	-122.2175	118.175
P262	38.0251	-122.0961	-8.589
P263	38.5777	-122.4292	554.394
P264	38.4442	-122.1953	231.059
P265	38.5302	-121.9542	8.082
P266	38.184	-121.8435	22.449
P267	38.3803	-121.8232	-17.459
P268	38.4735	-121.6464	-23.906
P269	38.9995	-122.3546	298.215
P270	39.2438	-122.0552	-12.299
P271	38.6574	-121.7145	-18.18
P272	39.1455	-121.9431	-12.049
P273	38.1158	-121.3881	-26.358
P274	38.2831	-121.4605	-27.772
P275	38.3215	-121.2146	-5.221
P276	38.6453	-121.0952	207.285
P277	37.1924	-122.3669	115.293
P278	35.7113	-121.0608	465.881
P279	35.7906	-121.062	469.916
P280	35.5441	-120.3476	476.429
P281	35.8411	-120.3895	383.847
P282	35.8378	-120.3452	394.688
P283	35.8067	-120.2853	434.187
P284	35.9333	-120.9068	512.233
P285	36.4172	-120.9815	805.73
P286	36.5159	-120.8531	538.829
P287	36.0248	-120.6978	609.749
P288	36.1402	-120.8789	397.699
P289	36.1068	-120.7488	540.65
P290	36.1789	-120.7283	987.747
P291	35.9228	-120.6448	661.355
P292	36.0075	-120.4753	1018.61
P293	36.0894	-120.543	538.84
P294	36.1232	-120.4399	509.4
P295	35.6971	-120.8424	583.504
P296	36.0517	-120.3636	265.31
P297	35.9741	-120.5519	629.301
P298	36.0158	-120.2941	323.218
P299	36.2568	-120.7102	809.371
P300	36.3044	-120.277	137.299
P301	36.8063	-120.7431	89.234
P302	36.6347	-120.6186	122.677
P303	37.0544	-120.7053	-1.751
P304	36.739	-120.3566	17.231
P305	37.3522	-120.1968	96.063
P306	37.7952	-120.6445	82.521
P307	36.9473	-120.0579	49.507
P308	37.9012	-119.8402	1501.86
P309	38.09	-120.9512	41.424
P310	38.7356	-120.3343	1791.33
P311	37.1776	-118.5198	3698.64
P312	39.5292	-123.6984	254.942
P313	39.5543	-123.5645	651.766
P314	39.6857	-123.5818	1251.96
P315	39.8636	-123.7169	257.926
P316	41.5591	-124.0861	234.972
P317	39.9057	-123.5518	1118.65
P318	39.4524	-123.3719	594.951
P319	39.7071	-123.2951	513.023
P320	39.4928	-123.1868	392.402
P321	39.8972	-123.3949	1133.66
P322	39.9621	-123.1825	1433.84
P323	39.8457	-122.9634	2085.58
P324	40.2568	-123.6557	509.362
P325	41.1517	-123.8826	914.494
P326	40.5753	-123.6989	1261.67
P327	40.4789	-123.5731	710.013
P329	40.0822	-123.452	1034.62
P330	40.3241	-123.1356	1653
P331	40.7329	-123.3241	1541.97
P332	40.5467	-123.1745	684.502
P333	39.6214	-122.9758	2008.83
P334	39.4936	-122.7359	1936.22
P335	39.7262	-122.8736	2229.5
P336	39.5281	-122.4305	286.725
P337	40.2962	-122.8688	1193.31
P338	40.7476	-122.923	672.228
P339	40.0341	-122.6682	979.562
P340	39.4093	-123.0498	864.732
P341	40.6507	-122.6069	406.837
P343	40.8871	-123.3342	1617.45
P344	39.9291	-122.028	49.78
P345	40.2712	-122.2708	134.094
P346	39.7947	-120.8675	2037.33
P347	41.1833	-120.9485	1268.82
P348	40.9055	-121.828	1668.08
P349	40.7311	-122.3194	275.41
P350	43.5328	-114.8628	2388.35
P351	43.8744	-114.7192	2692.6
P352	43.8491	-114.0961	2474.66
P353	44.0545	-113.9788	2041
P354	44.1085	-113.9789	2000.3
P355	44.2179	-113.7221	2329.22
P356	43.8166	-110.4891	2227.71
P357	44.2271	-113.5819	2295.33
P358	44.4019	-113.2407	2419.39
P359	43.4825	-111.5295	2116.45
P360	44.3179	-111.4507	1857.86
P361	44.5603	-111.4397	2930.93
P362	42.2091	-124.2258	1012.37
P363	42.8601	-124.054	70.379
P364	43.0903	-124.4093	6.416
P365	43.3955	-124.2535	27.098
P366	43.6143	-123.9796	529.082
P367	44.5852	-124.0616	22.912
P368	42.5035	-123.3834	319.439
P369	43.1401	-123.4295	190.021
P370	42.191	-122.6564	555.054
P371	43.3633	-123.0579	1198.05
P372	45.4281	-117.2517	1208.31
P373	43.6225	-123.3333	169.925
P374	44.3819	-123.5906	73.222
P375	44.6893	-123.427	99.206
P376	44.9412	-123.1023	180.846
P377	44.0521	-122.8871	142.39
P378	44.535	-122.9309	83.103
P379	44.4965	-122.577	1221.78
P380	42.2597	-121.7797	1390.84
P381	43.0018	-119.9518	1567.45
P382	43.1771	-121.7696	1453.22
P383	44.3422	-122.2172	1295.6
P384	44.8411	-122.4828	1182.56
P385	44.4348	-121.9458	1120.8
P386	44.4028	-118.9678	1103.49
P387	44.2968	-121.5745	962.596
P388	42.4688	-120.3776	1405.77
P389	43.812	-120.6034	1397.44
P390	43.034	-118.9285	1554.85
P391	42.2546	-118.4125	1834.23
P392	43.4468	-119.001	1315.52
P393	43.2345	-117.892	1238.31
P394	44.8349	-117.7996	1010.69
P395	45.0223	-123.8575	53.049
P396	45.3095	-123.8229	54.55
P397	46.4216	-123.7992	566.302
P398	46.9258	-123.9161	23.486
P399	47.4339	-123.613	919.416
P400	47.5133	-123.8125	64.967
P401	47.9372	-124.557	36.204
P402	47.7662	-124.3059	23.722
P403	48.0623	-124.1409	284.651
P404	45.1585	-123.3903	79.026
P405	45.6293	-123.6438	955.65
P406	45.1904	-123.1523	27.276
P407	45.9546	-123.931	-13.123
P408	46.2005	-123.3766	35.273
P409	45.8513	-123.2395	177.274
P410	46.1111	-123.0786	173.124
P411	45.538	-123.1574	83.364
P412	45.2211	-122.5891	53.204
P413	48.4265	-120.1496	501.258
P414	45.8349	-122.6928	63.825
P415	46.656	-123.7299	-15.406
P416	47.0399	-121.5969	1576.53
P417	46.5747	-123.2979	102.476
P418	47.2366	-123.4078	115.147
P419	47.4093	-123.3665	935.972
P420	46.5886	-122.8663	74.115
P421	46.5319	-122.4292	220.583
P422	46.7979	-116.9797	843.72
P423	47.2879	-122.9412	39.934
P424	47.8232	-122.8747	-1.594
P425	46.4527	-122.8454	64.272
P426	47.8027	-122.5146	3.357
P427	45.4302	-122.3406	149.187
P428	45.3446	-121.6727	1983.92
P429	45.6761	-121.8774	25.544
P430	47.0038	-123.4362	-4.383
P431	46.5721	-121.9885	1422.71
P432	46.6229	-121.6832	318.886
P433	44.5325	-119.872	1158.67
P434	47.7402	-121.0756	1698.03
P435	48.0595	-123.5033	287.318
P436	48.0453	-123.1343	190.862
P437	48.0018	-122.4592	12.467
P438	48.4191	-122.6703	-9.899
P439	48.7082	-122.9093	-13.872
P440	48.8562	-122.4933	6.329
P441	48.916	-122.1396	115.196
P442	48.2605	-121.6155	146.883
P443	48.5096	-121.2856	1062.1
P444	48.7302	-121.0675	493.877
P445	45.5901	-120.6722	436.063
P446	46.1157	-122.8928	-16.457
P447	45.4528	-119.6901	471.241
P448	45.9106	-120.0052	261.441
P449	46.2598	-119.631	208.439
P450	45.9533	-119.5442	163.662
P451	46.7928	-119.0414	351.493
P452	47.4035	-119.4873	323.029
P453	47.7591	-118.7455	644.225
P454	47.9538	-118.9926	478.926
P455	44.4856	-112.7285	2593.93
P456	44.8635	-111.2251	2956.28
P457	45.0412	-111.2726	2261.89
P458	44.7657	-111.3015	2393.87
P459	43.7483	-110.7458	2135.64
P460	45.14	-111.0286	2197.83
P461	45.3543	-110.7587	1544.09
